Species,psychrophilic,mesophilic,thermophilic,aerobe,anaerobe,obligate aerobe,obligate anaerobe,facultative aerobe,facultative anaerobe,microaerophile,aerotolerant
Bifidobacterium vansinderenii,0,1,0,,,,,,,,
Bifidobacterium aquikefiri,1,0,1,0,2,0,0,0,0,0,0
Bifidobacterium simiarum,0,1,0,,,,,,,,
Bifidobacterium felsineum,0,1,0,,,,,,,,
Bifidobacterium catulorum,0,1,0,1,0,0,0,0,0,1,0
Bifidobacterium callitrichidarum,1,1,0,0,1,0,0,0,0,1,0
Bifidobacterium italicum,0,1,0,,,,,,,,
Dermatophilus congolensis,0,1,0,,,,,,,,
Malonomonas rubra,0,1,0,,,,,,,,
Lentzea guizhouensis,0,1,0,,,,,,,,
Lentzea jiangxiensis,0,1,0,,,,,,,,
Lentzea kentuckyensis,1,1,0,,,,,,,,
Lentzea flaviverrucosa,0,1,0,,,,,,,,
Lentzea albida,0,1,0,,,,,,,,
Lentzea waywayandensis,0,1,0,,,,,,,,
Lentzea aerocolonigenes,0,1,0,,,,,,,,
Lelliottia nimipressuralis,1,1,1,,,,,,,,
Lelliottia amnigena,0,1,0,,,,,,,,
Phragmitibacter flavus,0,1,0,,,,,,,,
Hydrogenimonas thermophila,0,0,1,,,,,,,,
Aneurinibacillus tyrosinisolvens,0,1,0,,,,,,,,
Aneurinibacillus terranovensis,0,1,1,,,,,,,,
Aneurinibacillus thermoaerophilus,0,0,1,,,,,,,,
Aneurinibacillus migulanus,0,0,1,,,,,,,,
Anaerostipes rhamnosivorans,,,,0,1,0,1,0,0,0,0
Anaerostipes caccae,0,1,1,0,2,0,0,0,0,0,0
Anaerostipes hadrus,0,1,0,0,2,0,0,0,0,0,0
Geothrix fermentans,0,1,0,,,,,,,,
Plantibacter flavus,0,1,0,,,,,,,,
Tsukamurella pseudospumae,0,1,0,,,,,,,,
Tsukamurella tyrosinosolvens,0,1,0,,,,,,,,
Tsukamurella pulmonis,0,1,0,,,,,,,,
Tsukamurella paurometabola,0,1,0,,,,,,,,
Xanthomonas nasturtii,0,1,0,,,,,,,,
Xanthomonas hortorum,0,1,0,,,,,,,,
Xanthomonas theicola,0,1,0,,,,,,,,
Xanthomonas hortorum,,,,,,,,,,,
Xanthomonas axonopodis,0,1,0,,,,,,,,
Xanthomonas hyacinthi,0,1,0,,,,,,,,
Xanthomonas albilineans,0,1,0,,,,,,,,
Tamlana sedimentorum,0,1,0,,,,,,,,
Tamlana agarivorans,,,,3,0,0,0,0,0,0,0
Bellilinea caldifistulae,,,,0,2,0,0,0,0,0,0
Budvicia aquatica,0,1,0,,,,,,,,
Cutibacterium granulosum,0,1,0,0,2,0,0,0,0,0,0
Cutibacterium avidum,0,1,0,0,2,0,0,0,0,1,0
Marinobacter fuscus,0,1,0,2,0,0,0,0,0,0,0
Marinobacter salexigens,0,1,0,,,,,,,,
Marinobacter aromaticivorans,0,1,0,,,,,,,,
Marinobacter excellens,0,1,0,,,,,,,,
Marinobacter pelagius,1,0,0,,,,,,,,
Marinobacter guineae,0,1,0,,,,,,,,
Marinobacter segnicrescens,0,1,0,,,,,,,,
Marinobacter zhejiangensis,0,1,0,,,,,,,,
Marinobacter mobilis,0,1,0,,,,,,,,
Marinobacter antarcticus,0,1,0,,,,,,,,
Marinobacter salinus,0,1,0,,,,,,,,
Marinobacter salarius,0,1,0,,,,,,,,
Marinobacter persicus,0,1,0,,,,,,,,
Marinobacter adhaerens,0,1,0,,,,,,,,
Marinobacter santoriniensis,0,1,1,,,,,,,,
Marinobacter gudaonensis,0,1,0,,,,,,,,
Marinobacter vinifirmus,0,1,0,,,,,,,,
Marinobacter daepoensis,0,1,1,,,,,,,,
Marinobacter algicola,1,1,1,,,,,,,,
Marinobacter lipolyticus,0,1,1,,,,,,,,
Saccharothrix texasensis,0,1,0,,,,,,,,
Saccharothrix espanaensis,0,1,0,,,,,,,,
Saccharothrix syringae,0,1,0,,,,,,,,
Melaminivora alkalimesophila,1,1,1,,,,,,,,
Porphyromonas crevioricanis,0,1,0,,,,,,,,
Porphyromonas circumdentaria,0,1,0,,,,,,,,
Porphyromonas bennonis,0,1,0,0,3,0,0,0,0,0,0
Porphyromonas somerae,0,1,0,0,2,0,0,0,0,0,0
Porphyromonas uenonis,0,1,0,0,2,0,0,0,0,0,0
Porphyromonas catoniae,0,1,0,0,2,0,0,0,0,0,0
Porphyromonas endodontalis,0,1,0,0,2,0,0,0,0,0,0
Porphyromonas levii,0,1,0,,,,,,,,
Porphyromonas gulae,0,1,0,0,2,0,0,0,0,0,0
Porphyromonas gingivalis,0,1,0,,,,,,,,
Porphyromonas asaccharolytica,0,1,0,0,2,0,0,0,0,0,0
Porphyromonas macacae,0,1,0,0,2,0,0,0,0,0,0
Sulfurovum lithotrophicum,0,1,0,0,2,0,0,0,0,0,0
Aerosticca soli,0,1,0,,,,,,,,
Caminibacter mediatlanticus,0,1,0,0,2,0,0,0,0,0,0
Sterolibacterium denitrificans,,,,1,1,0,0,0,0,0,0
Amphibacillus marinus,0,1,0,,,,,,,,
Amphibacillus jilinensis,1,1,1,,,,,,,,
Amphibacillus sediminis,1,1,1,1,0,0,0,0,1,0,0
Amphibacillus xylanus,0,1,0,,,,,,,,
Dietzia alimentaria,0,1,0,,,,,,,,
Dietzia lutea,0,1,0,,,,,,,,
Dietzia timorensis,0,1,0,,,,,,,,
Dietzia papillomatosis,0,1,0,2,0,0,0,0,0,0,0
Dietzia psychralcaliphila,0,1,0,,,,,,,,
Dietzia natronolimnaea,0,1,0,,,,,,,,
Dietzia maris,0,1,0,2,0,0,0,0,0,0,0
Pseudacidovorax intermedius,0,1,0,1,0,0,0,1,0,0,0
Hamadaea tsunoensis,0,1,0,,,,,,,,
Verrucomicrobium spinosum,0,1,0,,,,,,,,
Confluentibacter lentus,0,1,0,,,,,,,,
Confluentibacter citreus,0,1,0,2,0,0,0,0,0,0,0
Nitrospina gracilis,0,1,0,,,,,,,,
Cedecea lapagei,0,1,0,,,,,,,,
Cedecea davisae,0,1,0,,,,,,,,
Arenimonas caeni,0,1,0,,,,,,,,
Arenimonas metalli,,,,2,0,0,0,0,0,0,0
Arenimonas oryziterrae,0,1,0,,,,,,,,
Arenimonas malthae,0,1,0,2,0,0,0,0,0,0,0
Arenimonas composti,0,1,0,,,,,,,,
Arenimonas donghaensis,0,1,0,,,,,,,,
Archaeoglobus veneficus,0,0,1,,,,,,,,
Archaeoglobus fulgidus,0,0,0,,,,,,,,
Tepidibacillus decaturensis,0,1,0,,,,,,,,
Phascolarctobacterium succinatutens,0,1,0,,,,,,,,
Butyrivibrio fibrisolvens,0,1,1,0,2,0,0,0,0,0,0
Butyrivibrio crossotus,0,1,0,,,,,,,,
Glutamicibacter halophytocola,0,1,0,,,,,,,,
Glutamicibacter arilaitensis,0,1,0,,,,,,,,
Glutamicibacter protophormiae,0,1,0,,,,,,,,
Eubacterium aggregans,0,1,0,,,,,,,,
Eubacterium limosum,,,,0,2,0,0,0,0,0,0
Eubacterium callanderi,0,1,0,,,,,,,,
Eubacterium barkeri,0,1,0,,,,,,,,
Enhydrobacter aerosaccus,0,1,0,,,,,,,,
Pisciglobus halotolerans,0,1,0,1,0,0,0,0,0,1,0
Fulvimonas soli,0,1,0,,,,,,,,
Thermosulfurimonas dismutans,,,,0,2,0,0,0,0,0,0
Thermanaeromonas toyohensis,0,0,1,,,,,,,,
Methanosphaerula palustris,0,0,1,,,,,,,,
Dinoroseobacter shibae,0,1,0,,,,,,,,
Halorubrum halodurans,0,1,0,,,,,,,,
Halorubrum aidingense,0,1,0,,,,,,,,
Halorubrum lipolyticum,0,1,1,,,,,,,,
Halorubrum tebenquichense,0,1,0,,,,,,,,
Halorubrum coriense,0,1,0,,,,,,,,
Halorubrum lacusprofundi,0,1,0,,,,,,,,
Halorubrum saccharovorum,0,1,0,,,,,,,,
Chishuiella changwenlii,0,1,0,,,,,,,,
Marivivens niveibacter,,,,2,0,0,0,0,0,0,0
Salinivirga cyanobacteriivorans,0,1,0,,,,,,,,
Natribacillus halophilus,0,1,0,,,,,,,,
Prochlorothrix hollandica,0,1,0,,,,,,,,
Dissulfuribacter thermophilus,0,0,1,0,2,0,0,0,0,0,0
Chryseolinea flava,0,1,0,,,,,,,,
Chryseolinea serpens,0,1,0,,,,,,,,
Romboutsia ilealis,0,1,0,,,,,,,,
Romboutsia lituseburensis,,,,0,2,0,0,0,0,0,0
Faecalicoccus pleomorphus,,,,0,2,0,0,0,0,0,0
Paenalcaligenes hominis,0,1,0,2,0,0,0,0,0,0,0
Leifsonia xyli,0,1,0,,,,,,,,
Leifsonia aquatica,0,1,0,,,,,,,,
Trabulsiella odontotermitis,0,1,0,,,,,,,,
Anaeromyxobacter dehalogenans,,,,0,1,0,0,0,0,1,0
Thermoplasma volcanium,0,1,0,,,,,,,,
Thermoplasma acidophilum,0,0,1,,,,,,,,
Alkalilimnicola ehrlichii,0,0,1,,,,,,,,
Consotaella salsifontis,,,,1,0,0,0,1,0,0,0
Thermocrispum municipale,0,1,0,,,,,,,,
Thermocrispum agreste,0,0,1,,,,,,,,
Kroppenstedtia eburnea,0,1,1,,,,,,,,
Herbiconiux solani,0,1,0,,,,,,,,
Herbiconiux ginsengi,0,1,0,,,,,,,,
Thermochromatium tepidum,0,1,0,,,,,,,,
Reyranella soli,0,1,0,,,,,,,,
Reyranella massiliensis,0,1,0,,,,,,,,
Aquamicrobium aerolatum,0,1,0,2,0,0,0,0,0,0,0
Aquamicrobium defluvii,0,1,0,,,,,,,,
Pradoshia eiseniae,0,1,0,,,,,,,,
Pseudodonghicola xiamenensis,0,1,0,,,,,,,,
Psychroserpens damuponensis,0,1,0,2,0,0,0,0,0,0,0
Psychroserpens burtonensis,0,1,0,,,,,,,,
Gynuella sunshinyii,1,0,0,,,,,,,,
Marvinbryantia formatexigens,,,,0,2,0,0,0,0,0,0
Hydrogenoanaerobacterium saccharovorans,,,,0,2,0,0,0,0,0,0
Methylogaea oryzae,0,1,0,,,,,,,,
Faecalibaculum rodentium,0,1,0,,,,,,,,
Desulfotalea psychrophila,0,1,0,0,1,0,1,0,0,0,0
Colwellia beringensis,1,0,0,,,,,,,,
Colwellia piezophila,1,0,0,,,,,,,,
Colwellia chukchiensis,1,1,0,,,,,,,,
Colwellia psychrerythraea,1,0,0,,,,,,,,
Malikia spinosa,0,1,0,,,,,,,,
Hellea balneolensis,0,1,0,,,,,,,,
Schlegelella thermodepolymerans,0,1,0,,,,,,,,
Salmonella bongori,0,1,0,,,,,,,,
Sutterella parvirubra,0,1,0,0,3,0,0,0,0,0,0
Sutterella wadsworthensis,0,1,0,0,3,0,0,0,0,0,0
Dyadobacter luteus,0,1,0,,,,,,,,
Dyadobacter soli,0,1,0,2,0,0,0,0,0,0,0
Dyadobacter beijingensis,0,1,0,,,,,,,,
Dyadobacter psychrophilus,0,1,0,2,0,0,0,0,0,0,0
Dyadobacter alkalitolerans,1,1,0,,,,,,,,
Dyadobacter koreensis,1,1,0,2,0,0,0,0,0,0,0
Dyadobacter crusticola,0,1,0,3,0,0,0,0,0,0,0
Dyadobacter fermentans,0,1,0,,,,,,,,
Tersicoccus phoenicis,0,1,0,,,,,,,,
Terasakiella pusilla,0,1,0,,,,,,,,
Neorhizobium alkalisoli,0,1,0,,,,,,,,
Neorhizobium huautlense,0,1,0,,,,,,,,
Neorhizobium galegae,0,1,0,,,,,,,,
Kurthia senegalensis,0,1,0,,,,,,,,
Kurthia sibirica,0,1,0,,,,,,,,
Cetobacterium somerae,,,,0,2,0,0,0,0,0,0
Polaribacter vadi,1,1,0,,,,,,,,
Polaribacter dokdonensis,1,1,0,,,,,,,,
Polaribacter filamentus,0,1,0,,,,,,,,
Actinokineospora spheciospongiae,0,1,0,,,,,,,,
Actinokineospora spheciospongiae,0,1,0,,,,,,,,
Actinokineospora auranticolor,0,1,0,,,,,,,,
Actinokineospora enzanensis,0,1,0,,,,,,,,
Actinokineospora terrae,0,1,0,,,,,,,,
Actinokineospora inagensis,0,1,0,,,,,,,,
Agromyces subbeticus,0,1,0,,,,,,,,
Agromyces italicus,1,1,0,,,,,,,,
Agromyces aureus,0,1,0,1,0,0,0,0,0,1,0
Kandleria vitulina,,,,0,2,0,0,0,0,0,0
Laceyella sediminis,0,1,0,,,,,,,,
Joostella marina,,,,2,0,0,0,0,0,0,0
Intrasporangium flavum,0,1,0,,,,,,,,
Intrasporangium chromatireducens,0,1,0,2,0,0,0,0,0,0,0
Intrasporangium oryzae,0,1,0,,,,,,,,
Intrasporangium calvum,1,1,0,,,,,,,,
Methylocucumis oryzae,0,1,0,,,,,,,,
Caballeronia cordobensis,0,1,0,,,,,,,,
Caballeronia telluris,,,,1,1,0,0,0,0,0,0
Caballeronia humi,0,1,0,1,1,0,0,0,0,0,0
Caballeronia terrestris,0,1,0,1,1,0,0,0,0,0,0
Caballeronia megalochromosomata,0,1,0,,,,,,,,
Caballeronia zhejiangensis,0,1,0,,,,,,,,
Caballeronia grimmiae,0,1,0,,,,,,,,
Caballeronia sordidicola,0,1,0,2,0,0,0,0,0,0,0
Caballeronia glathei,0,1,0,,,,,,,,
Propionibacterium acidifaciens,0,1,0,0,2,0,0,0,0,0,0
Propionibacterium cyclohexanicum,0,1,0,0,2,0,0,0,0,1,0
Propionibacterium australiense,0,1,0,0,2,0,0,0,0,0,0
Propionibacterium freudenreichii,0,1,0,0,2,0,0,0,0,1,0
Nitrincola lacisaponensis,0,1,0,,,,,,,,
Aestuariibacter salexigens,0,1,0,1,0,1,0,0,0,0,0
Pseudoduganella violaceinigra,0,1,1,2,0,0,0,0,0,0,0
Enterobacillus tribolii,0,1,0,,,,,,,,
Amylibacter kogurei,0,1,0,2,0,0,0,0,0,0,0
Pyrodictium delaneyi,0,1,0,,,,,,,,
Pyrodictium occultum,0,0,0,,,,,,,,
Beutenbergia cavernae,0,1,0,,,,,,,,
Haloactinopolyspora alba,0,1,0,,,,,,,,
Comamonas serinivorans,0,1,0,,,,,,,,
Comamonas terrae,0,1,0,,,,,,,,
Comamonas composti,0,1,0,,,,,,,,
Comamonas granuli,0,1,0,,,,,,,,
Comamonas thiooxydans,0,1,0,,,,,,,,
Comamonas badia,1,1,0,,,,,,,,
Comamonas kerstersii,0,1,0,2,0,0,0,0,0,0,0
Comamonas aquatica,0,1,0,,,,,,,,
Comamonas terrigena,0,1,1,,,,,,,,
Comamonas testosteroni,0,1,1,,,,,,,,
Pigmentiphaga aceris,1,1,0,2,0,0,0,0,0,0,0
Grimontia marina,1,1,1,,,,,,,,
Grimontia hollisae,1,0,0,,,,,,,,
Myroides indicus,1,1,1,,,,,,,,
Myroides guanonis,0,1,0,,,,,,,,
Myroides phaeus,0,1,0,,,,,,,,
Myroides marinus,0,1,0,2,0,0,0,0,0,0,0
Myroides profundi,0,1,0,,,,,,,,
Myroides odoratus,1,0,0,,,,,,,,
Melittangium lichenicola,0,1,0,,,,,,,,
Salinispora arenicola,0,1,0,,,,,,,,
Salinispora tropica,1,1,0,,,,,,,,
Flexithrix dorotheae,1,0,0,,,,,,,,
Sediminispirochaeta bajacaliforniensis,1,1,1,,,,,,,,
Arenibacter catalasegens,0,1,0,2,0,0,0,0,0,0,0
Arenibacter algicola,0,1,0,,,,,,,,
Arenibacter nanhaiticus,0,1,0,,,,,,,,
Arenibacter certesii,0,1,0,3,0,0,0,0,0,0,0
Arenibacter troitsensis,1,1,0,,,,,,,,
Arenibacter palladensis,0,1,0,2,0,0,0,0,0,0,0
Arenibacter latericius,0,1,0,,,,,,,,
Sellimonas intestinalis,0,1,0,0,2,0,0,0,0,0,0
Sphingosinicella ginsenosidimutans,0,1,0,,,,,,,,
Sphingosinicella xenopeptidilytica,0,1,0,,,,,,,,
Sphingosinicella microcystinivorans,0,1,0,2,0,0,0,0,0,0,0
Tepidamorphus gemmatus,0,1,0,,,,,,,,
Halalkalicoccus jeotgali,0,1,0,,,,,,,,
Caldalkalibacillus thermarum,0,1,0,,,,,,,,
Chitinibacter tainanensis,1,1,0,,,,,,,,
Methanospirillum hungatei,0,1,0,,,,,,,,
Rhodospirillum rubrum,,,,1,1,0,0,0,0,0,0
Salinihabitans flavidus,0,0,1,3,0,0,0,0,0,0,0
Avibacterium paragallinarum,0,1,0,0,0,0,0,0,0,2,0
Avibacterium endocarditidis,0,1,0,2,0,0,0,0,0,0,0
Avibacterium gallinarum,0,1,0,,,,,,,,
Succinatimonas hippei,,,,0,2,0,0,0,0,0,0
Kangiella sediminilitoris,,,,2,1,0,0,0,0,0,0
Kangiella geojedonensis,0,1,0,3,0,0,0,0,0,0,0
Kangiella aquimarina,0,1,0,1,1,0,0,0,0,0,0
Kangiella koreensis,0,1,0,1,1,0,0,0,0,0,0
Methylomonas lenta,0,1,0,,,,,,,,
Dictyoglomus turgidum,1,1,0,0,1,0,1,0,0,0,0
Dictyoglomus thermophilum,0,0,1,0,2,0,0,0,0,0,0
Haloquadratum walsbyi,0,0,1,,,,,,,,
Bisgaardia hudsonensis,0,1,0,,,,,,,,
Ponticaulis koreensis,0,1,0,,,,,,,,
Serratia nematodiphila,0,1,0,2,0,0,0,0,0,0,0
Serratia marcescens,0,1,0,,,,,,,,
Serratia ureilytica,0,1,0,,,,,,,,
Serratia marcescens,0,1,0,,,,,,,,
Serratia entomophila,0,1,0,,,,,,,,
Serratia grimesii,0,1,0,,,,,,,,
Serratia liquefaciens,0,1,0,,,,,,,,
Serratia rubidaea,0,1,0,,,,,,,,
Serratia plymuthica,0,1,0,,,,,,,,
Serratia odorifera,0,1,0,,,,,,,,
Serratia fonticola,0,1,0,,,,,,,,
Serratia ficaria,0,1,0,,,,,,,,
Serratia oryzae,0,1,0,1,0,0,0,0,1,0,0
Acetomicrobium hydrogeniformans,0,1,0,0,2,0,1,0,0,0,0
Acetomicrobium thermoterrenum,0,0,1,0,1,0,1,0,0,0,0
Acetomicrobium mobile,0,0,1,0,2,0,1,0,0,0,0
Acetomicrobium flavidum,0,0,1,,,,,,,,
Pseudoramibacter alactolyticus,0,1,0,0,2,0,0,0,0,0,0
Pseudarthrobacter siccitolerans,0,1,0,,,,,,,,
Pseudarthrobacter equi,0,1,0,,,,,,,,
Pseudarthrobacter phenanthrenivorans,0,1,0,,,,,,,,
Pseudarthrobacter sulfonivorans,0,1,0,,,,,,,,
Pseudarthrobacter chlorophenolicus,0,1,0,,,,,,,,
Pseudarthrobacter oxydans,0,1,0,,,,,,,,
Methanothermus fervidus,0,0,0,,,,,,,,
Dethiosulfovibrio salsuginis,,,,0,2,0,0,0,0,0,0
Dethiosulfovibrio peptidovorans,0,1,0,,,,,,,,
Simonsiella muelleri,0,0,1,1,0,0,0,0,0,1,0
Pseudosporangium ferrugineum,0,1,0,,,,,,,,
Aeromicrobium choanae,0,1,0,,,,,,,,
Aeromicrobium massiliense,0,1,0,,,,,,,,
Aeromicrobium flavum,0,1,0,,,,,,,,
Aeromicrobium marinum,1,1,0,,,,,,,,
Aeromicrobium erythreum,1,1,0,,,,,,,,
Geoglobus ahangari,0,1,0,,,,,,,,
Simplicispira psychrophila,0,1,0,,,,,,,,
Simplicispira metamorpha,1,0,0,,,,,,,,
Tepidibacter mesophilus,0,1,0,0,1,0,0,0,1,0,0
Tepidibacter formicigenes,0,1,0,0,2,0,0,0,0,0,0
Tepidibacter thalassicus,0,0,1,,,,,,,,
Longispora albida,0,1,0,,,,,,,,
Silanimonas lenta,0,1,0,,,,,,,,
Agrococcus carbonis,0,1,0,,,,,,,,
Agrococcus jejuensis,,,,2,0,0,0,0,0,0,0
Agrococcus casei,1,1,0,,,,,,,,
Agrococcus lahaulensis,0,1,0,,,,,,,,
Agrococcus baldri,0,1,0,,,,,,,,
Agrococcus jenensis,0,1,0,,,,,,,,
Sediminibacillus halophilus,0,1,0,,,,,,,,
Solirubrobacter soli,0,1,0,2,0,0,0,0,0,0,0
Solirubrobacter pauli,0,1,0,,,,,,,,
Halobiforma lacisalsi,1,1,0,,,,,,,,
Ignicoccus hospitalis,0,1,1,0,2,0,0,0,0,0,0
Ignicoccus islandicus,0,0,0,0,2,0,0,0,0,0,0
Pseudorhodobacter wandonensis,1,1,0,2,0,0,0,0,0,0,0
Pseudorhodobacter antarcticus,0,1,0,,,,,,,,
Pseudorhodobacter aquimaris,1,0,0,3,0,0,0,0,0,0,0
Pseudorhodobacter ferrugineus,0,1,0,,,,,,,,
Caldanaerobius polysaccharolyticus,0,1,0,,,,,,,,
Caldanaerobius fijiensis,,,,0,2,0,0,0,0,0,0
Paludibacter propionicigenes,,,,0,2,0,1,0,0,0,0
Ornithinibacillus halophilus,1,1,0,2,0,0,0,0,0,0,0
Ornithinibacillus scapharcae,0,1,0,,,,,,,,
Ornithinibacillus contaminans,0,1,0,0,0,1,0,0,0,1,0
Ornithinibacillus californiensis,1,1,1,,,,,,,,
Kushneria konosiri,0,1,0,,,,,,,,
Kushneria aurantia,0,1,0,,,,,,,,
Kushneria avicenniae,0,1,0,,,,,,,,
Kushneria marisflavi,0,1,0,,,,,,,,
Barnesiella intestinihominis,,,,0,2,0,0,0,0,0,0
Barnesiella viscericola,0,1,0,0,3,0,0,0,0,0,0
Gleimia europaea,0,1,0,,,,,,,,
Gleimia hominis,,,,0,0,0,0,0,1,2,0
Gleimia coleocanis,0,1,0,0,0,0,0,0,1,2,0
Occidentia massiliensis,0,1,0,,,,,,,,
Natronorubrum texcoconense,0,1,0,,,,,,,,
Natronorubrum tibetense,0,1,0,,,,,,,,
Caldimonas taiwanensis,0,1,0,,,,,,,,
Cloacibacillus porcorum,,,,0,4,0,0,0,0,0,0
Cloacibacillus evryensis,0,1,0,0,2,0,0,0,0,0,0
Youngiibacter fragilis,0,1,0,,,,,,,,
Congregibacter litoralis,0,1,0,,,,,,,,
Afipia massiliensis,0,1,1,,,,,,,,
Afipia broomeae,0,1,1,,,,,,,,
Afipia felis,0,1,0,,,,,,,,
Afipia clevelandensis,0,1,0,,,,,,,,
Methylotenera mobilis,1,1,0,,,,,,,,
Sulfuricaulis limicola,0,1,0,,,,,,,,
Clostridiisalibacter paucivorans,0,1,0,0,3,0,0,0,0,0,0
Aureimonas phyllosphaerae,1,1,0,,,,,,,,
Aureimonas frigidaquae,,,,1,0,0,0,0,1,0,0
Aureimonas ureilytica,1,1,0,,,,,,,,
Aureimonas altamirensis,1,1,0,2,0,0,0,0,0,0,0
Falsirhodobacter deserti,1,1,1,,,,,,,,
Prevotella dentalis,0,1,0,,,,,,,,
Prevotella brevis,0,1,0,,,,,,,,
Prevotella pleuritidis,,,,0,2,0,0,0,0,0,0
Prevotella aurantiaca,0,1,0,0,2,0,0,0,0,0,0
Prevotella colorans,0,1,0,0,2,0,1,0,0,0,0
Prevotella jejuni,0,1,1,0,4,0,0,0,0,0,0
Prevotella scopos,0,1,0,0,2,0,0,0,0,0,0
Prevotella fusca,0,1,0,0,2,0,0,0,0,0,0
Prevotella saccharolytica,0,1,0,0,3,0,0,0,0,0,0
Prevotella dentasini,0,1,0,0,2,0,0,0,0,0,0
Prevotella micans,0,1,0,0,4,0,0,0,0,0,0
Prevotella falsenii,0,1,0,0,3,0,0,0,0,0,0
Prevotella amnii,0,1,0,0,3,0,0,0,0,0,0
Prevotella histicola,0,1,0,0,3,0,0,0,0,0,0
Prevotella paludivivens,0,1,0,0,2,0,0,0,0,0,0
Prevotella maculosa,0,1,0,0,3,0,0,0,0,0,0
Prevotella timonensis,0,1,0,0,3,0,0,0,0,0,0
Prevotella nanceiensis,0,1,0,0,3,0,0,0,0,0,0
Prevotella veroralis,0,1,0,0,2,0,0,0,0,0,0
Prevotella loescheii,0,1,0,0,2,0,0,0,0,0,0
Prevotella corporis,0,1,0,,,,,,,,
Prevotella oris,0,1,0,0,2,0,0,0,0,0,0
Prevotella pallens,0,1,0,0,2,0,0,0,0,0,0
Prevotella stercorea,0,1,0,0,3,0,0,0,0,0,0
Prevotella copri,0,1,0,0,3,0,0,0,0,0,0
Prevotella oryzae,0,1,0,,,,,,,,
Prevotella bergensis,0,1,0,0,3,0,0,0,0,0,0
Prevotella multisaccharivorax,0,1,0,0,2,0,0,0,0,0,0
Prevotella marshii,0,1,0,0,3,0,0,0,0,0,0
Prevotella baroniae,0,1,0,0,3,0,0,0,0,0,0
Prevotella multiformis,0,1,0,0,3,0,0,0,0,0,0
Prevotella shahii,0,1,0,0,3,0,0,0,0,0,0
Prevotella salivae,0,1,0,0,3,0,0,0,0,0,0
Prevotella nigrescens,0,1,0,0,2,0,0,0,0,0,0
Prevotella bryantii,0,1,0,,,,,,,,
Prevotella albensis,0,1,0,0,2,0,0,0,0,0,0
Prevotella melaninogenica,0,1,0,0,2,0,0,0,0,0,0
Prevotella oralis,0,1,0,0,2,0,0,0,0,0,0
Prevotella intermedia,0,1,0,0,2,0,0,0,0,0,0
Prevotella disiens,0,1,0,0,2,0,0,0,0,0,0
Prevotella denticola,0,1,0,0,2,0,0,0,0,0,0
Prevotella buccalis,0,1,0,0,2,0,0,0,0,0,0
Prevotella buccae,0,1,0,0,2,0,0,0,0,0,0
Prevotella bivia,0,1,0,0,2,0,0,0,0,0,0
Prevotella ruminicola,0,0,1,,,,,,,,
Prevotella phocaeensis,0,1,0,,,,,,,,
Prevotella oulorum,0,1,1,,,,,,,,
Gulosibacter molinativorax,0,1,0,2,0,0,0,0,0,0,0
Nannocystis exedens,0,1,0,,,,,,,,
Pseudodesulfovibrio indicus,0,1,1,,,,,,,,
Pseudodesulfovibrio piezophilus,0,1,0,,,,,,,,
Thermophagus xiamenensis,1,0,0,0,2,0,0,0,0,0,0
Abditibacterium utsteinense,0,1,0,,,,,,,,
Anaerobutyricum hallii,0,1,0,,,,,,,,
Dolosicoccus paucivorans,,,,0,0,1,0,0,1,1,0
Actinobacillus minor,1,1,1,,,,,,,,
Actinobacillus succinogenes,0,1,0,,,,,,,,
Actinobacillus seminis,0,1,0,,,,,,,,
Actinobacillus suis,0,1,0,,,,,,,,
Actinobacillus lignieresii,0,1,0,,,,,,,,
Actinobacillus hominis,0,1,0,,,,,,,,
Actinobacillus capsulatus,0,1,0,,,,,,,,
Actinobacillus pleuropneumoniae,0,1,0,,,,,,,,
Actinobacillus delphinicola,0,1,0,0,0,0,0,0,0,2,0
Actinobacillus ureae,0,1,0,,,,,,,,
Fervidicoccus fontis,,,,0,3,0,0,0,0,0,0
Synergistes jonesii,0,1,0,,,,,,,,
Mongoliimonas terrestris,,,,2,0,0,0,0,0,0,0
Lentibacter algarum,0,1,0,,,,,,,,
Capnocytophaga leadbetteri,,,,0,1,0,0,0,0,2,0
Capnocytophaga cynodegmi,0,1,0,,,,,,,,
Capnocytophaga canimorsus,0,1,0,0,0,0,0,0,0,2,0
Capnocytophaga granulosa,0,1,0,,,,,,,,
Capnocytophaga haemolytica,0,1,0,,,,,,,,
Capnocytophaga sputigena,0,1,0,0,1,0,0,0,0,1,0
Capnocytophaga ochracea,0,1,0,0,1,0,0,0,0,1,0
Capnocytophaga gingivalis,0,1,0,0,1,0,0,0,0,1,0
Mixta calida,0,1,0,,,,,,,,
Parasutterella excrementihominis,,,,0,4,0,0,0,0,0,0
Alkalimonas amylolytica,0,1,0,,,,,,,,
Alkalispirochaeta sphaeroplastigenens,0,1,0,0,2,0,0,0,0,0,0
Alkalispirochaeta americana,0,1,0,,,,,,,,
Denitratisoma oestradiolicum,0,1,0,,,,,,,,
Caldisericum exile,,,,0,2,0,0,0,0,0,0
Thermosinus carboxydivorans,0,0,1,0,2,0,0,0,0,0,0
Zoogloea resiniphila,0,1,0,,,,,,,,
Zoogloea resiniphila,0,1,0,,,,,,,,
Azospirillum palustre,1,1,1,,,,,,,,
Azospirillum humicireducens,0,1,0,,,,,,,,
Azospirillum lipoferum,0,1,0,,,,,,,,
